chrom	pos	type	start_ci	end_ci	nr_events_in_data	p_value	genes
chr2	61610454.5121792	OG	61280523	61940385	84.22016752342341	0.0003661172344304031	['SANBR', 'C2orf74-DT', 'C2orf74', 'C2orf74-AS1', 'USP34', 'SNORA70B', 'USP34-DT', 'XPO1', 'RNU6-1145P']
chr2	116311197.92892364	OG	116118598	116503797	90.6845997294439	0.0003661172344304031	['DPP10']
chr2	178039241.96748486	OG	177598943	178479540	100.81307623992453	0.0003661172344304031	['LINC01117', 'RNU6-187P', 'HNRNPA3', 'NFE2L2', 'AGPS', 'TTC30B', 'TTC30A']
chr2	213802293.45442307	TSG	213742719	213861867	63.30456929435735	0.0003661172344304031	[]
chr2	114082514.88055915	OG	114022993	114142036	87.51577238346934	0.0003661172344304031	['PAX8-AS1', 'PAX8', 'LINC02966']
chr2	133792563.3002644	TSG	133733041	133852084	32.70029322888559	0.008178129555465506	['NCKAP5']
chr2	233953888.79969332	TSG	233842478	234065298	46.66214483936944	0.0003661172344304031	['NGEF', 'NEU2', 'INPP5D']
chr2	103288911.28002498	OG	103076527	103501295	44.80534587385405	0.0037443808066745777	['SLC9A4', 'SLC9A2', 'MFSD9', 'TMEM182', 'LINC01796']
chr2	85391136.80928259	OG	85161928	85620345	59.27132029878472	0.0006641196345481731	['KCMF1', 'LINC01964', 'TCF7L1', 'TCF7L1-IT1', 'RNU6-674P', 'TGOLN2', 'RETSAT', 'ELMOD3', 'RN7SL113P']
chr2	159707734.24846032	OG	159524119	159891349	53.8374984130659	0.000923183543714594	['PKP4', 'PKP4-AS1', 'DAPL1', 'RNU2-21P', 'TANC1', 'RNU6-580P']
chr2	195533756.59325927	OG	195089370	195978143	67.3097745101475	0.0003661172344304031	['LINC01821', 'AC073973.1', 'LINC01790']
chr2	123740209.02540796	OG	123203266	124277151	35.876816751497785	0.014832311782672148	['LINC01826']
chr2	136281712.75856498	TSG	136044234	136519190	37.0188677014731	0.0033385150693563737	['ZRANB3', 'R3HDM1', 'RNU6-512P', 'UBXN4']
chr2	28820344.602657005	OG	28760822	28879866	61.10654699368661	0.0003661172344304031	['PLB1']
chr2	186950331.332897	TSG	186890809	187009852	32.18171674599527	0.008178129555465506	['LINC01473']
chr2	206108026.05338365	TSG	206048504	206167547	30.991409011575463	0.010708929107089293	['PARD3B']
chr2	43510252.702477016	TSG	43102215	43918289	35.56331921900101	0.0035443264184219876	['LINC01819', 'RNU6-242P', 'LINC02580', 'ZFP36L2', 'LINC01126', 'THADA', 'RNU6-958P', 'PLEKHH2', 'C1GALT1C1L']
chr2	43248943.9552588	OG	43133498	43364389	41.92404462141512	0.004170716948923665	['LINC01819', 'RNU6-242P', 'LINC02580']
chr2	148888376.21579334	TSG	148743553	149033199	35.32904971928237	0.0035443264184219876	['ORC4', 'MBD5']
chr2	67152972.66151379	OG	67058791	67247154	48.0372274152474	0.000923183543714594	['LINC01799', 'LINC01628']
chr2	5094315.710029255	OG	4939908	5248723	37.518665960967034	0.007048339752012061	['RNU6-649P']
chr2	187371221.51849875	TSG	187311699	187430743	28.71820746871978	0.016182381761823815	['LINC01473', 'ZC3H15']
chr2	140853430.50806427	OG	140652913	141053947	50.2693743813	0.0026247375262473754	['RN7SL283P', 'LINC01853', 'LRP1B']
chr2	213154635.0866517	TSG	213030115	213279155	24.00556012467042	0.025534672810091256	['ERBB4']
chr2	56996175.253998145	OG	56719499	57272850	61.11115256196622	0.0006641196345481731	[]
chr2	70008966.0762556	OG	69949444	70068487	23.34263727414499	0.01901324227890527	['ANXA4', 'SMANTIS', 'GMCL1']
chr2	204566689.04184145	OG	204258457	204874920	40.938449543960516	0.02007924207579242	['ABI2', 'RAPH1', 'CD28', 'RNU6-474P', 'CTLA4', 'ICOS']
chr2	68192899.23990324	OG	68133377	68252420	21.069605183709434	0.04318630636936306	[]
chr2	137023495.59089917	OG	136759228	137287762	26.38437743338605	0.044699512349649986	['DARS1-AS1', 'CXCR4', 'RN7SKP141']
chr2	118073834.03582852	OG	117826949	118320718	29.571185963472836	0.03004238583233875	[]
chr3	172239806.46277407	OG	172180284	172299328	161.15167703279164	0.0003661172344304031	['TNFSF10', 'LINC02068']
chr3	60471761.34383918	TSG	60412239	60531282	436.811088437174	0.0003661172344304031	['FHIT']
chr3	116606987.2851132	TSG	116547465	116666508	185.72689483128477	0.0003661172344304031	['LSAMP', 'LINC00901']
chr3	168743347.75923437	OG	168683826	168802869	153.71227737238058	0.0003661172344304031	['LINC01997', 'MECOM']
chr3	181601074.45112088	OG	181273593	181928555	114.67843457149978	0.0003661172344304031	['SOX2-OT', 'SOX2', 'RN7SL703P', 'RNA5SP150', 'LINC01206', 'RN7SKP265']
chr3	174833908.53068313	TSG	174774386	174893430	105.49138732254879	0.0003661172344304031	['NAALADL2', 'NAALADL2-AS3']
chr3	50607294.38871499	TSG	50335868	50878720	122.84861736981371	0.0003661172344304031	['HYAL3', 'NAA80', 'HYAL1', 'HYAL2', 'TUSC2', 'RASSF1', 'RASSF1-AS1', 'ZMYND10-AS1', 'ZMYND10', 'NPRL2', 'CYB561D2', 'TMEM115', 'CACNA2D2', 'C3orf18', 'HEMK1', 'CISH', 'MAPKAPK3', 'LINC02019', 'DOCK3']
chr3	188226367.74815717	TSG	188166846	188285889	89.28410305286988	0.0003661172344304031	['LPP', 'LPP-AS1']
chr3	71324238.30605789	TSG	71264716	71383759	140.29736358273198	0.0003661172344304031	['FOXP1', 'FOXP1-AS1']
chr3	66747102.88907324	OG	66678636	66815568	68.97751227734636	0.0003661172344304031	[]
chr3	13719787.531416597	OG	13660265	13779309	92.86986956659777	0.0003661172344304031	['FBLN2', 'LINC00620']
chr3	166312088.13544786	OG	166020406	166603769	123.37469700427296	0.0003661172344304031	['LINC01326']
chr3	149204181.737296	OG	148787015	149621347	87.13196818015996	0.0003661172344304031	['HLTF', 'HLTF-AS1', 'HPS3', 'CP', 'TM4SF18-AS1', 'TM4SF18', 'TM4SF1', 'TM4SF1-AS1', 'TM4SF4', 'WWTR1', 'WWTR1-IT1', 'WWTR1-AS1', 'COMMD2', 'ANKUB1', 'RNF13']
chr3	169607968.07320824	OG	169548446	169667489	96.4937478735208	0.0003661172344304031	['LRRIQ4', 'LRRC31', 'SAMD7', 'FHL1P1']
chr3	174411527.75227752	TSG	174352006	174471049	46.008667237934766	0.0019295367760521244	['NAALADL2']
chr3	9342052.273455562	OG	9236610	9447493	83.21095073785119	0.0003661172344304031	['SRGAP3', 'SRGAP3-AS3', 'SRGAP3-AS4', 'THUMPD3-AS1', 'THUMPD3', 'SETD5']
chr3	177242199.3527437	OG	177069806	177414592	92.02716784457793	0.0003661172344304031	['LINC00578', 'RN7SKP52']
chr3	107691490.04736796	OG	107631968	107751011	52.68395107174798	0.0003661172344304031	['LINC00636']
chr3	69695661.44393997	OG	69271640	70119682	71.79694523882416	0.0003661172344304031	['FRMD4B', 'MITF', 'RN7SL418P', 'SAMMSON']
chr3	82404256.34143148	OG	81546661	83261851	32.858414376349444	0.03115018686810564	['GBE1', 'RNU2-28P', 'LINC02008']
chr3	174206842.51154527	OG	174118797	174294887	78.28773601544134	0.0003661172344304031	['NAALADL2']
chr3	4432436.776339901	TSG	4298031	4566842	34.393953515948944	0.023076480230764803	['SUMF1', 'SETMAR', 'ITPR1-DT', 'ITPR1']
chr3	126222996.934234	TSG	125469378	126976615	62.94168026793483	0.0003661172344304031	['MIR548I1', 'LINC02614', 'FAM86JP', 'ROPN1B', 'SLC41A3', 'SLC41A3-AS1', 'ALDH1L1', 'ALDH1L1-AS1', 'ALDH1L1-AS2', 'KLF15', 'CFAP100-DT', 'CFAP100', 'ZXDC', 'UROC1', 'CHST13', 'C3orf22', 'TXNRD3', 'CHCHD6', 'PLXNA1', 'PRR23E', 'RNU6-1047P']
chr3	101718292.69232719	OG	100992050	102444535	41.188255389577726	0.009618798599181997	['IMPG2', 'SENP7', 'TRMT10C', 'PCNP', 'RNU6-1256P', 'ZBTB11', 'ZBTB11-AS1', 'RPL24', 'CEP97', 'NXPE3', 'NFKBIZ', 'RDUR', 'ZPLD1']
chr3	136201513.0159956	TSG	135952675	136450350	54.622980526047556	0.0003661172344304031	['PCCB', 'STAG1', 'RNY4P4', 'RNU6-789P']
chr3	110228847.72010198	OG	109621291	110836403	30.03135064408192	0.04712244007387341	['RNU6ATAC15P', 'NECTIN3-AS1', 'NECTIN3']
chr3	188861314.3745603	OG	188750795	188971832	35.21378196562519	0.027602967626865003	['TPRG1', 'TPRG1-AS2']
chr3	115561456.97763667	OG	115149775	115973138	48.00163746164098	0.0203979602039796	['GAP43', 'LSAMP', 'RN7SL815P']
chr3	114370751.0601761	TSG	114311229	114430272	90.4048799348916	0.0003661172344304031	['ZBTB20', 'ZBTB20-AS2']
chr3	189674730.56630418	OG	189510959	189838501	31.445755797899004	0.024386670243866704	['TP63', 'P3H2', 'RN7SL486P']
chr3	161016355.28495407	TSG	160129383	161903326	48.6963699189873	0.0014569971574271143	['SMC4', 'TRIM59', 'KPNA4', 'SCARNA7', 'ARL14', 'PPM1L-DT', 'PPM1L', 'B3GALNT1', 'NMD3', 'SPTSSB', 'LINC02067', 'OTOL1']
chr4	73900601.58528048	OG	73734130	74067073	185.46971621370065	0.0003661172344304031	['RNU4ATAC9P', 'RNU6ATAC5P', 'COX18', 'ANKRD17']
chr4	182204335.75308576	TSG	182144814	182263857	173.92950052137286	0.0003661172344304031	['LINC02500']
chr4	91836935.21917251	TSG	91777413	91896456	105.5962146272816	0.0003661172344304031	['CCSER1']
chr4	33886029.5574442	TSG	33780692	33991366	77.18985106016692	0.0003661172344304031	[]
chr4	33517977.765312638	OG	32727300	34308655	79.06401559747545	0.0003661172344304031	['LINC02484']
chr4	144630224.12201238	OG	144374338	144886109	97.4564877427787	0.0003661172344304031	['GAB1', 'SMARCA5-AS1', 'SMARCA5', 'FREM3', 'GYPE']
chr4	10283897.491955763	OG	10224375	10343419	84.66434076434749	0.0003661172344304031	[]
chr4	19691293.52102119	TSG	19579540	19803046	25.693118547525476	0.016182381761823815	[]
chr4	1779688.7914142546	OG	1720167	1839210	95.98776914735424	0.0003661172344304031	['TACC3', 'TMEM129', 'FGFR3', 'LETM1']
chr4	77433574.48226735	OG	77195795	77671353	97.13967185227685	0.0003661172344304031	['FAM47E', 'FAM47E-STBD1', 'STBD1', 'CCDC158', 'RNU6-1000P', 'SHROOM3', 'AC112249.1', 'RNU6-145P', 'SHROOM3-AS1']
chr4	61053813.7445859	TSG	60108689	61998937	33.8047742682876	0.01367525219309055	['RNU6-1325P', 'LINC02496']
chr4	65919044.90140789	OG	65285588	66552500	67.16050640615782	0.0006641196345481731	['LINC02232', 'LINC02835', 'EPHA5', 'EPHA5-AS1']
chr4	20663832.62491727	OG	20131877	21195788	28.865232303889588	0.03511667394745444	['SLIT2', 'SLIT2-IT1', 'MIR218-1', 'PACRGL', 'KCNIP4']
chr4	57508188.840972856	OG	57411823	57604554	150.44247875346153	0.0003661172344304031	['THEGL', 'HOPX']
chr4	183285170.0838802	TSG	183140721	183429618	41.98185153914653	0.0006641196345481731	['TENM3']
chr4	133634400.32612307	TSG	132708393	134560407	23.014346960857672	0.03370407145331978	['SNHG27', 'LINC01256', 'PCDH10-DT', 'PCDH10']
chr4	82566366.79510285	TSG	82008970	83123763	36.00462426979941	0.007408693092954856	['PRKG2', 'PRKG2-AS1', 'RNU5A-2P', 'RASGEF1B', 'RNU6-499P']
chr4	90985289.00149572	OG	90925767	91044810	39.18006436522231	0.005987788317942399	[]
chr4	60822301.625940315	OG	60229100	61415503	57.339991487889876	0.0006641196345481731	['RNU6-1325P']
chr4	187620979.7891953	TSG	187440452	187801506	47.267513587358785	0.0006641196345481731	['MTNR1A', 'FAT1']
chr4	10080328.439771859	TSG	10020806	10139850	30.41764745275213	0.0114478348083559	['SLC2A9', 'WDR1']
chr4	12160327.33070495	OG	11933736	12386918	57.411683220540986	0.0006641196345481731	['LINC02270', 'RNU6-578P']
chr4	38294689.012072355	OG	37827877	38761500	45.24278366243703	0.0024246631940579525	['PGM2', 'TBC1D1', 'PTTG2', 'LINC02513', 'LINC01258', 'LINC01259', 'LINC02278', 'KLF3-AS1', 'KLF3']
chr4	25560153.849478815	OG	25137743	25982563	65.40584713608442	0.0006641196345481731	['SEPSECS', 'SEPSECS-AS1', 'PI4K2B', 'ZCCHC4', 'AC108218.1', 'ANAPC4', 'SLC34A2', 'SEL1L3', 'SMIM20']
chr4	21268059.951447695	TSG	21103782	21432337	53.329177960539916	0.012814103205064108	['KCNIP4']
chr4	154016807.43530336	OG	153957285	154076329	34.51266928903148	0.015367945494278912	['TRIM2']
chr4	78222801.8578803	OG	78163280	78282323	39.261423318310996	0.0039662700396627	['CCNG2']
chr4	20396512.83104413	TSG	20311739	20481286	22.524789264484674	0.000923183543714594	['SLIT2', 'SLIT2-IT1']
chr4	87590584.32802004	TSG	87477561	87703607	44.36722670666093	0.009774022597740226	['MAPK10', 'PTPN13']
chr5	22545564.741353583	OG	21982188	23108941	79.88894954411988	0.0003661172344304031	['CDH12']
chr5	59318875.31596175	TSG	59259353	59378396	98.26322538532132	0.0003661172344304031	['PDE4D']
chr5	137857963.5170427	OG	137556133	138159793	41.447803972938885	0.004823841940130311	['GFRA3', 'RN7SL682P', 'CDC25C', 'FAM53C', 'KDM3B', 'REEP2', 'EGR1', 'ETF1', 'HSPA9', 'CTNNA1', 'CTNNA1-AS1', 'RN7SL867P']
chr5	165416634.3461162	OG	165233847	165599420	80.9004344256257	0.0003661172344304031	[]
chr5	6384701.744801705	TSG	6112570	6656833	47.321559846657806	0.0011898810118988101	['LINC02145', 'MED10', 'UBE2QL1', 'LINC01018', 'NSUN2', 'SRD5A1']
chr5	58559806.827887066	TSG	58500285	58619328	69.21507395256607	0.0003661172344304031	['PDE4D']
chr5	26477589.042600136	TSG	25934230	27020947	71.90635048487665	0.0003661172344304031	['RNU4-43P', 'CDH9']
chr5	165639545.0067399	TSG	165556097	165722992	68.17084111400742	0.0003661172344304031	[]
chr5	36292510.19093274	OG	36156860	36428159	66.50572211491169	0.0003661172344304031	['SKP2', 'NADK2', 'NADK2-AS1', 'RANBP3L']
chr5	1157112.3963060176	OG	1097590	1216634	64.2944590569769	0.0003661172344304031	['SLC12A7', 'TERLR1', 'SLC6A19']
chr5	148995717.82822028	OG	148931017	149060417	42.1020010943863	0.0026247375262473754	['CSNK1A1', 'ARHGEF37', 'AC021078.1', 'RNU6-588P']
chr5	55797223.86544894	OG	55737702	55856745	48.76437922991289	0.0003661172344304031	['LINC01948', 'AC008391.1', 'C5orf67']
chr5	16315101.302662292	TSG	15894083	16736118	53.16850001623501	0.0003661172344304031	['FBXL7', 'MARCHF11', 'MARCHF11-AS1', 'MARCHF11-DT', 'LINC02150', 'ZNF622', 'RETREG1', 'RETREG1-AS1', 'MYO10']
chr5	130893376.50493193	TSG	130572419	131214333	36.653149825175745	0.009774022597740226	['CDC42SE2', 'RAPGEF6', 'FNIP1', 'MEIKIN']
chr5	32455889.78417634	TSG	31938679	32973100	41.34216233553995	0.0050142142976337825	['PDZD2', 'GOLPH3', 'GOLPH3-DT', 'MTMR12', 'RNU6-1079P', 'RNU6-378P', 'ZFR', 'SUB1', 'LINC02061', 'NPR3', 'AC026703.2', 'LINC02120']
chr5	100441471.70942783	TSG	100075959	100806983	32.96551563179276	0.0050142142976337825	['ST8SIA4']
chr5	176619564.40776458	OG	176546155	176692973	50.86618305756256	0.0006641196345481731	['NSD1']
chr5	56253174.19602962	TSG	56089524	56416824	48.76041973578145	0.0003661172344304031	['MAP3K1', 'SETD9', 'MIER3']
chr5	58194970.89095672	OG	58060228	58329713	39.60464615361235	0.005599440055994401	['RAB3C', 'PDE4D']
chr5	28588491.05838437	OG	28006388	29170593	40.15675171957323	0.032860732618326956	['LINC02103', 'RNU6-909P', 'LINC02109']
chr5	14248496.669995718	OG	14069792	14427200	76.44240395630499	0.0003661172344304031	['TRIO']
chr5	127179943.94751795	OG	127080897	127278990	30.467859716515683	0.04754293801389092	['CCDC192', 'SLC12A2-DT']
chr5	8226805.976030276	OG	8000468	8453143	40.15349328764346	0.0026247375262473754	['LINC02226', 'MIR4458HG']
chr5	32047523.704216905	OG	31575341	32519706	20.609706810838368	0.005401433540856441	['RNU6-363P', 'PDZD2', 'GOLPH3', 'GOLPH3-DT', 'MTMR12', 'RNU6-1079P', 'RNU6-378P', 'ZFR']
chr5	16603759.330863858	OG	16399158	16808360	44.354924744161586	0.0006641196345481731	['LINC02150', 'ZNF622', 'RETREG1', 'RETREG1-AS1', 'MYO10']
chr5	36568783.83537386	OG	35617487	37520079	111.00191137829962	0.0003661172344304031	['SPEF2', 'IL7R', 'CAPSL', 'CAPSL-DT', 'UGT3A1', 'UGT3A2', 'LMBRD2', 'SKP2', 'RNU6-1305P', 'NADK2', 'NADK2-AS1', 'RANBP3L', 'SLC1A3', 'SLC1A3-AS1', 'NIPBL-DT', 'NIPBL', 'CPLANE1', 'RN7SL37P', 'CPLANE1-AS1', 'NUP155', 'WDR70']
chr5	67355528.60458936	TSG	66644178	68066878	61.45012214206754	0.0003661172344304031	['LINC02997', 'LINC02242', 'AC010376.1', 'LINC02219', 'PIK3R1']
chr6	43818913.04876249	OG	43759391	43878434	194.82537763604665	0.0003661172344304031	['LINC02537', 'LINC01512']
chr6	20015081.22893513	OG	19696050	20334112	119.6440033813497	0.0003661172344304031	['LNC-LBCS', 'ID4', 'MBOAT1']
chr6	162722035.54308075	TSG	162662513	162781557	148.02009958810015	0.0003661172344304031	['PRKN']
chr6	53217232.6025268	OG	52865647	53568817	99.37348739152603	0.0003661172344304031	['CILK1', 'FBXO9', 'RN7SL244P', 'GCM1', 'RNU6-464P', 'RNU1-136P', 'ELOVL5', 'RN7SKP256', 'GCLC', 'GCLC-AS1', 'LINC01564', 'KLHL31']
chr6	6942419.462928361	OG	6735404	7149434	80.42524486647945	0.0006641196345481731	['RN7SL554P', 'RREB1']
chr6	68582787.33691813	OG	68423419	68742154	130.62380949935874	0.0003661172344304031	[]
chr6	151989498.76710293	OG	151929977	152049020	59.89899869055649	0.0021799346782878965	['CCDC170', 'RNU6-813P', 'ESR1']
chr6	125506640.083679	OG	125290949	125722330	19.772121613285613	0.01552018711172361	['RNF217', 'TPD52L1', 'HDDC2']
chr6	1967068.4887851088	TSG	1907546	2026590	68.74624441908186	0.0003661172344304031	['GMDS']
chr6	107233714.65007487	OG	107174193	107293236	82.79960937302538	0.0003661172344304031	['LINC02532', 'RNU6-117P']
chr6	30671309.315888338	OG	30575191	30767427	94.39102747438581	0.0003661172344304031	['PPP1R10', 'MRPS18B', 'ATAT1', 'C6orf136', 'DHX16', 'PPP1R18', 'NRM', 'MDC1', 'MDC1-AS1', 'TUBB', 'FLOT1', 'IER3-AS1', 'IER3', 'HCG20', 'RN7SL353P', 'LINC00243']
chr6	46981506.24790974	OG	46842096	47120915	151.30182738387677	0.0003661172344304031	['ADGRF5', 'ADGRF5-AS1', 'ADGRF1']
chr6	28301855.07005206	TSG	27812438	28791271	41.632919944583065	0.0011898810118988101	['H2BC15', 'H2AC16', 'H1-5', 'H3C11', 'H4C13', 'H3C12', 'H2AC17', 'H2BC17', 'OR2B2', 'OR2B6', 'ZSCAN16-AS1', 'OR2B8P', 'ZNF165', 'ZSCAN16', 'ZKSCAN8', 'ZKSCAN8P1', 'ZSCAN9', 'ZKSCAN4', 'NKAPL', 'ZSCAN26', 'PGBD1', 'ZSCAN31', 'ZKSCAN3', 'ZSCAN12', 'RNU2-45P', 'ZSCAN23', 'GPX6', 'GPX5', 'SCAND3', 'ZBED9-AS1', 'LINC00533', 'AL662890.1']
chr6	11394215.68906292	OG	11334694	11453737	106.8541446551358	0.0003661172344304031	['NEDD9']
chr6	68943131.18952855	TSG	68476071	69410190	44.3874568439326	0.0039662700396627	['LINC02549', 'ADGRB3-DT', 'ADGRB3']
chr6	41969310.17722922	OG	41795450	42143169	122.24997606193784	0.0003661172344304031	['USP49', 'MED20', 'BYSL', 'CCND3', 'RNU6-761P', 'TAF8', 'C6orf132', 'GUCA1ANB', 'GUCA1A']
chr6	45379667.273597814	TSG	45107898	45651435	44.12092150286891	0.0052008044228689715	['SUPT3H', 'RUNX2', 'RUNX2-AS1']
chr6	37405117.529162675	OG	37249161	37561073	43.16630070892886	0.005987788317942399	['TBC1D22B', 'RNF8', 'RN7SL273P', 'CMTR1', 'CCDC167', 'LINC02520']
chr6	18542103.38830375	OG	18454896	18629309	53.07804362402981	0.000923183543714594	['RNF144B', 'MIR548A1HG']
chr6	168432018.3738309	TSG	168372496	168491539	35.466822304989066	0.01367525219309055	['AFDN', 'KIF25-AS1', 'KIF25', 'FRMD1']
